recipe_name,ingredients,directions,cuisine_path,nutrition,img_src,ingredients_list,ingredients_parsed,total_mins
Mango Cherry Smoothie,2 cups pitted cherries 1 cup chopped mango 1 cup water 1 cup ice cubes,Blend cherries mango water and ice cubes in a blender until smooth.,Breakfast and Brunch,"Total Fat: 2.0, Saturated Fat: 0.0, Total Carbohydrate: 38.0, Dietary Fiber: 5.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/hW1TIA-cJZYeRzg6mHAIizx28z0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1273039-957ce4fc16c24dba9c4fa8353fd56ee6.jpg,2 cups pitted cherries 1 cup chopped mango 1 cup water 1 cup ice cubes,quantity: 1.0 unit: cup ingredient: mango quantity: 1.0 unit: cup ingredient: water quantity: 1.0 unit: cup ingredient: ice,10
Brown Sugar and Pineapple Glazed Ham,1 (6 pound) fully-cooked bone-in ham 1  fresh pineapple 2 (6 ounce) cans pineapple juice 1 cup brown sugar,"Preheat the oven to 325 degrees F (165 degrees C). Place ham cut-side down into a roasting pan.
Cut skin off pineapple with a sharp knife and slice off any brown spots or skin left behind. Cut pineapple into 1/2-inch-thick rings and use a round cutter to remove cores. Pin rings onto ham with toothpicks.
Bake ham in the preheated oven for 30 minutes.
While ham bakes mix pineapple juice and brown sugar in a microwave-safe bowl. Microwave on medium power until glaze is boiling and slightly thickened. Work carefully because glaze will be sticky and very hot.
Pour 1/2 of the glaze evenly over ham and pineapple rings. Bake ham for 30 minutes more then pour remaining glaze over ham.
Continue baking ham until a meat thermometer inserted into the thickest part of ham reads 140 degrees F (60 degrees C) 30 to 60 minutes more.











dotdash meredith food studios
",Main Dishes,"Total Fat: 26.0, Saturated Fat: 9.0, Total Carbohydrate: 16.0, Dietary Fiber: 0.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/u4TsrN-31hZeG3KT4iZ4jXu7PHk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/214002-BrownSugarAndPineappleGlazedHam-ddfms-1X1-0283-1900351f83414458a96b5cfcf7cfe9ab.jpg,1 (6 pound) fully-cooked bone-in ham 1  fresh pineapple 2 (6 ounce) cans pineapple juice 1 cup brown sugar,quantity: 1.0 unit: piece ingredient: apple quantity: 2.0 unit: cans ingredient: apple quantity: 1.0 unit: cup ingredient: sugar,110
Easy Pineapple Cake,2 cups all-purpose flour 2 cups white sugar 2 teaspoons baking soda 2 large eggs 1 (20 ounce) can crushed pineapple with juice 1 teaspoon vanilla extract,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-baking dish.
Mix together flour white sugar and baking soda for cake in a large bowl and make a well in the center. Add eggs crushed pineapple with juice and vanilla; mix until well-combined. Pour into the prepared baking dish.
Bake in the preheated oven until a toothpick inserted into cake comes out clean about 45 minutes.
Meanwhile combine cream cheese and butter for frosting in a mixing bowl; beat until smooth. Add confectioners sugar and vanilla; beat until creamy.
Spread frosting on warm cake.









",Desserts,"Total Fat: 8.0, Saturated Fat: 5.0, Total Carbohydrate: 36.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/BR5AZreRT6KB185rm-sSgvY99o0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/228838-4ebe6df9d0a5412fb048a39ca1cd3103.jpg,2 cups all-purpose flour 2 cups white sugar 2 teaspoons baking soda 2 large eggs 1 (20 ounce) can crushed pineapple with juice 1 teaspoon vanilla extract,quantity: 2.0 unit: cups ingredient: sugar quantity: 2.0 unit: teaspoons ingredient: baking quantity: 2.0 unit: piece ingredient: eggs quantity: 1.0 unit: can ingredient: apple quantity: 1.0 unit: teaspoon ingredient: vanilla,75
Pineapple Upside Down Cupcakes,  cooking spray ½ cup butter melted 1 ½ cups brown sugar 24  maraschino cherries 1 (20 ounce) can crushed pineapple 1 (18.25 ounce) package pineapple cake mix (such as Duncan Hines® Pineapple Supreme) 1 ⅓ cups pineapple juice ⅓ cup vegetable oil 3  eggs 1 tablespoon confectioners sugar for dusting or as needed,"Preheat the oven to 350 degrees F (175 degrees C). Move an oven rack to the middle of the oven. Spray 24 muffin cups with cooking spray.
Spoon 1 teaspoon melted butter into the bottom of each sprayed muffin cup. Spoon 1 tablespoon brown sugar into each muffin cup. Press a maraschino cherry into the center of the brown sugar in each muffin cup. Spoon a heaping tablespoon of crushed pineapple on top and compact it with the back of a spoon into an even layer.
Mix pineapple cake mix pineapple juice vegetable oil and eggs in a large bowl with an electric mixer on low speed until moistened about 30 seconds. Increase speed to medium; mix for 2 minutes.
Pour batter into the muffin cups filling them to the top; do not overfill.
Bake in the preheated oven until a toothpick inserted into the center of a cupcake comes out clean about 20 minutes.
Line a work surface with waxed paper. Allow cupcakes to cool at least 5 minutes before inverting muffin cups onto the waxed paper; serve with pineapple and cherry sides up. Sprinkle cupcakes lightly with confectioners sugar before serving.









",Desserts,"Total Fat: 9.0, Saturated Fat: 4.0, Total Carbohydrate: 39.0, Dietary Fiber: 0.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/psRM5qcoGqP8Pa2e-x9JZ04kHnw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7525817-31368a33251242689c14699410916c0e.jpg,"cooking spray ½ cup butter melted 1 ½ cups brown sugar 24  maraschino cherries 1 (20 ounce) can crushed pineapple 1 (18.25 ounce) package pineapple cake mix (such as Duncan Hines® Pineapple Supreme) 1 ⅓ cups pineapple juice ⅓ cup vegetable oil 3  eggs ""1 tablespoon confectioners sugar for dusting"" or as needed",quantity: 1.5 unit: cups ingredient: sugar quantity: 24.0 unit: piece ingredient: cherry quantity: 1.0 unit: can ingredient: apple quantity: 1.0 unit: package ingredient: apple quantity: 1.33 unit: cups ingredient: apple quantity: 0.33 unit: cup ingredient: oil quantity: 3.0 unit: piece ingredient: eggs quantity: 1.0 unit: tablespoon ingredient: sugar,45
Brazilian Grilled Pineapple,1 cup brown sugar 2 teaspoons ground cinnamon 1  pineapple - peeled cored and cut into 6 wedges,"Preheat an outdoor grill for medium-high heat and lightly oil the grate.
Whisk brown sugar and cinnamon together in a bowl; transfer into a large resealable plastic bag. Add pineapple wedges to the bag; shake well to coat each wedge.
Grill pineapple wedges on the preheated grill until heated through 3 to 5 minutes per side.",Side Dish,"Total Fat: 0.0, Saturated Fat: 0, Total Carbohydrate: 66.0, Dietary Fiber: 4.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/x-lTXW1vHrvmUyrrkr_T3hs93rc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/235932-brazilian-grilled-pineapple-4x3-00066-3632fd51d21e4e7ca3d5f9fa134c3b60.jpg,1 cup brown sugar 2 teaspoons ground cinnamon 1  pineapple - peeled cored and cut into 6 wedges,quantity: 2.0 unit: teaspoons ingredient: cinnamon quantity: 1.0 unit: piece ingredient: apple,20
Pineapple and Banana Smoothie,4  ice cubes ¼  fresh pineapple - peeled cored and cubed 1 large banana cut into chunks 1 cup pineapple or apple juice,"Place ice cubes pineapple banana and pineapple juice into the container of a blender. Puree on high until smooth.











Dotdash Meredith Food Studios
",Breakfast and Brunch,"Total Fat: 1.0, Saturated Fat: 0.0, Total Carbohydrate: 79.0, Dietary Fiber: 6.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/HTfBfNHYpGanMrrM4ufCZQh88E0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/138159-pineapple-and-banana-smoothie-ddmfs-1x1-0065-f2a9d534c9a1492d827218a576e43cb6.jpg,4  ice cubes ¼  fresh pineapple - peeled cored and cubed 1 large banana cut into chunks 1 cup pineapple or apple juice,quantity: 0.25 unit: piece ingredient: apple quantity: 1.0 unit: piece ingredient: banana quantity: 1.0 unit: cup ingredient: apple,5
Grilled Pineapple,1  fresh pineapple - peeled cored and cut into 1 inch rings 3 tablespoons melted butter ¼ teaspoon honey 1 dash hot pepper sauce   salt to taste,"Place pineapple rings in a large resealable plastic bag. Add butter honey hot pepper sauce and salt. Seal the bag and shake to coat evenly. Marinate for at least 30 minutes or preferably overnight.
Preheat an outdoor grill for high heat and lightly oil grate.
Grill pineapple rings until heated through and grill marks appear 2 to 3 minutes per side.",Desserts,"Total Fat: 3.0, Saturated Fat: 2.0, Total Carbohydrate: 5.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/4D8xFsggAGwYuoha3-Ya9mp9DJE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/693425-eb2c9703a70744bfafacbb36ff8edd0f.jpg,1  fresh pineapple - peeled cored and cut into 1 inch rings 3 tablespoons melted butter ¼ teaspoon honey 1 dash hot pepper sauce salt to taste,quantity: 3.0 unit: tablespoons ingredient: butter quantity: 0.25 unit: teaspoon ingredient: honey quantity: 1.0 unit: dash ingredient: hot,45
Pineapple Crisp,2 (20 ounce) cans crushed pineapple drained 1 cup all-purpose flour 1 cup brown sugar 1 teaspoon baking powder ½ teaspoon salt 1  egg ½ cup butter melted 1 teaspoon ground cinnamon,"Preheat the oven to 350 degrees F (175 degrees C).
Spread well-drained pineapple into a 9x9-inch square baking pan.
Mix together flour sugar baking powder salt and egg in a medium bowl until well combined and crumbly. Spoon mixture evenly over pineapple. Pour melted butter over mixture then sprinkle with cinnamon.
Bake in the preheated oven until top is lightly browned and filling is bubbly 40 to 45 minutes. Serve hot or cold.









",Desserts,"Total Fat: 8.0, Saturated Fat: 5.0, Total Carbohydrate: 35.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/eSd8bEKV8r_NSdHUwz3cBj3IcJA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/70598-d73a35a62829493986c0323edaeade01.jpg,2 (20 ounce) cans crushed pineapple drained 1 cup all-purpose flour 1 cup brown sugar 1 teaspoon baking powder ½ teaspoon salt 1  egg ½ cup butter melted 1 teaspoon ground cinnamon,quantity: 1.0 unit: cup ingredient: flour quantity: 1.0 unit: cup ingredient: sugar quantity: 1.0 unit: teaspoon ingredient: baking quantity: 0.5 unit: teaspoon ingredient: salt quantity: 1.0 unit: piece ingredient: egg quantity: 0.5 unit: cup ingredient: butter quantity: 1.0 unit: teaspoon ingredient: cinnamon,55
Pineapple Upside-Down Bundt Cake,  cooking spray with flour ½ cup melted butter ½ cup packed brown sugar 1 (8 ounce) can pineapple rings 1 (4 ounce) jar maraschino cherries 1 (15.25 ounce) package yellow cake mix 1 (3.5 ounce) package instant vanilla pudding mix ¼ cup whole milk or more as needed ⅓ cup vegetable oil 3 large eggs,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 10-inch fluted tube pan (such as Bundt) with cooking spray with flour.
Pour melted butter into the bottom of the prepared pan. Sprinkle brown sugar evenly on top. Drain pineapple rings over a measuring cup; reserve juice. Cut rings in half. Alternate placing halved pineapple rings and maraschino cherries around the pan. Set aside.
Combine cake mix and pudding mix in a large mixing bowl. Pour enough milk into the reserved pineapple juice to make 1 cup of liquid; add to cake and pudding mixture. Pour in vegetable oil. Mix on low speed adding 1 egg at a time until blended. Increase speed to medium; mix until thoroughly combined and smooth about 2 minutes. Pour batter over pineapples and cherries in the pan.
Bake in the preheated oven until a toothpick inserted into the center comes out clean 35 to 40 minutes. Let cool for 10 minutes before removing from the pan.",Desserts,"Total Fat: 20.0, Saturated Fat: 7.0, Total Carbohydrate: 57.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/srekPtZAvSl0NfhyhARMaXbXALk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Pineapple-Upside-Down-Bundt-Cake-2000-ece59af0172b423182e18f5ce21a0b27.jpeg,cooking spray with flour ½ cup melted butter ½ cup packed brown sugar 1 (8 ounce) can pineapple rings 1 (4 ounce) jar maraschino cherries 1 (15.25 ounce) package yellow cake mix 1 (3.5 ounce) package instant vanilla pudding mix ¼ cup whole milk or more as needed ⅓ cup vegetable oil 3 large eggs,quantity: 0.5 unit: cup ingredient: sugar quantity: 1.0 unit: can ingredient: apple quantity: 1.0 unit: jar ingredient: cherry quantity: 1.0 unit: package ingredient: yellow quantity: 1.0 unit: package ingredient: vanilla quantity: 0.25 unit: cup ingredient: milk quantity: 0.33 unit: cup ingredient: oil quantity: 3.0 unit: piece ingredient: eggs,75
Grandmas Skillet Pineapple Upside-Down Cake,1 stick butter 1 ½ cups packed brown sugar 1 (20 ounce) can sliced pineapple 1 (4 ounce) jar cherries 1 ½ cups all-purpose flour 2 ½ teaspoons baking powder ½ teaspoon salt 1 ½ cups white sugar ½ cup butter 2 large eggs 1 cup milk 2 teaspoons vanilla extract,"Preheat the oven to 375 degrees F (190 degrees C).
Melt 1 stick butter in the bottom of a cast iron skillet over medium heat about 3 minutes. Remove from heat and sprinkle brown sugar evenly over butter. Add pineapple slices to the skillet in a decorative layer with a cherry in the middle of each pineapple ring. Set aside.
Sift flour baking powder and salt together in a bowl.
Cream sugar and 1/2 cup butter together in a bowl. Add eggs and mix. Add flour mixture and milk in an alternating fashion. Add vanilla extract and mix well. Pour mixture evenly over pineapples in the skillet.
Bake in the preheated oven until cake is golden brown about 40 minutes.
Let cake cool in the skillet for 10 minutes before inverting onto a serving plate. Serve warm.",Desserts,"Total Fat: 17.0, Saturated Fat: 10.0, Total Carbohydrate: 77.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/SL_lvd8GfEzVQt2yZrHGvKpVqVg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6696344-456e7fb99601408eb60ff9f5a4b50624.jpg,1 stick butter 1 ½ cups packed brown sugar 1 (20 ounce) can sliced pineapple 1 (4 ounce) jar cherries 1 ½ cups all-purpose flour 2 ½ teaspoons baking powder ½ teaspoon salt 1 ½ cups white sugar ½ cup butter 2 large eggs 1 cup milk 2 teaspoons vanilla extract,quantity: 1.5 unit: cups ingredient: sugar quantity: 1.0 unit: can ingredient: apple quantity: 1.0 unit: jar ingredient: cherry quantity: 1.5 unit: cups ingredient: flour quantity: 2.5 unit: teaspoons ingredient: baking quantity: 0.5 unit: teaspoon ingredient: salt quantity: 1.5 unit: cups ingredient: sugar quantity: 0.5 unit: cup ingredient: butter quantity: 2.0 unit: piece ingredient: eggs quantity: 1.0 unit: cup ingredient: milk quantity: 2.0 unit: teaspoons ingredient: vanilla,70
Pineapple Sweet and Sour Sauce,2 cups pineapple juice divided 3 tablespoons cornstarch 1 cup white sugar ¾ cup ketchup or more to taste ⅔ cup apple cider vinegar 2 tablespoons soy sauce or more to taste 2 tablespoons crushed pineapple or more to taste 1 teaspoon garlic powder,"Whisk 1/4 cup pineapple juice and cornstarch together in a small bowl until smooth.
Combine cornstarch mixture remaining 1 3/4 cup pineapple juice sugar ketchup vinegar soy sauce crushed pineapple and garlic powder in a large pot over high heat. Cook stirring frequently until sauce comes to a gentle boil. Reduce heat and continue to simmer until sauce is clear and reaches desired consistency 15 to 25 minutes.",Side Dish,"Total Fat: 0.0, Saturated Fat: 0, Total Carbohydrate: 14.0, Dietary Fiber: 0.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/pg3e4dLk-BDL3SUTEds0SDZqAnI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Pineapple-Sweet-and-Sour-Sauce-9b64626312e245f8aa802a82a13ea523.jpg,2 cups pineapple juice divided 3 tablespoons cornstarch 1 cup white sugar ¾ cup ketchup or more to taste ⅔ cup apple cider vinegar 2 tablespoons soy sauce or more to taste 2 tablespoons crushed pineapple or more to taste 1 teaspoon garlic powder,quantity: 3.0 unit: tablespoons ingredient: cornstarch quantity: 1.0 unit: cup ingredient: sugar quantity: 0.75 unit: cup ingredient: ketchup quantity: 0.67 unit: cup ingredient: apple quantity: 2.0 unit: tablespoons ingredient: soy quantity: 2.0 unit: tablespoons ingredient: apple quantity: 1.0 unit: teaspoon ingredient: garlic,30
Thai Pineapple Chicken Curry,1 quart water 2 cups uncooked jasmine rice ¼ cup red curry paste 2 (13.5 ounce) cans coconut milk divided 2  skinless boneless chicken breast halves - cut into thin strips 1 ½ cups sliced bamboo shoots drained ¼ cup white sugar 3 tablespoons fish sauce ½  red bell pepper julienned ½  green bell pepper julienned ½ small onion chopped 1 cup pineapple chunks drained,"Bring water and rice to a boil in a pot. Reduce heat to low cover and simmer for 25 minutes.
Whisk together curry paste and 1 can coconut milk in a bowl. Transfer to a wok and mix in remaining coconut milk chicken bamboo shoots sugar and fish sauce. Bring to a boil and cook until chicken juices run clear 15 minutes.
Mix bell peppers and onion into the wok. Continue cooking until peppers are tender about 10 minutes.
Remove from heat and stir in pineapple. Serve over cooked rice.",Cuisine,"Total Fat: 35.0, Saturated Fat: 25.0, Total Carbohydrate: 78.0, Dietary Fiber: 4.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/Wva7jwKNXDGx2aXjI-zB5aTVvLk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8169360-316f728b2857420490704e29d5392198.jpg,1 quart water 2 cups uncooked jasmine rice ¼ cup red curry paste 2 (13.5 ounce) cans coconut milk divided 2  skinless boneless chicken breast halves - cut into thin strips 1 ½ cups sliced bamboo shoots drained ¼ cup white sugar 3 tablespoons fish sauce ½  red bell pepper julienned ½  green bell pepper julienned ½ small onion chopped 1 cup pineapple chunks drained,quantity: 2.0 unit: cups ingredient: uncooked quantity: 0.25 unit: cup ingredient: red quantity: 2.0 unit: cans ingredient: milk quantity: 1.5 unit: cups ingredient: bamboo quantity: 0.25 unit: cup ingredient: sugar quantity: 3.0 unit: tablespoons ingredient: fish quantity: 0.5 unit: piece ingredient: red quantity: 0.5 unit: piece ingredient: green quantity: 0.5 unit: piece ingredient: onion quantity: 1.0 unit: cup ingredient: apple,50
Pineapple-Infused Vodka,1  fresh pineapple peeled and sliced 1 (750 milliliter) bottle vodka (such as Stolichnaya®),"Stack pineapple slices in a circle around the edges of a large glass jar leaving the center open. Pour vodka into jar completely covering pineapple. Seal jar and store in a cool dark place for 10 days.
Remove pineapple and strain vodka through a mesh strainer back into a jar; seal and refrigerate.",Drinks Recipes,"Total Fat: 0.0, Saturated Fat: 0, Total Carbohydrate: 11.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/al2qCMM62YpoZIOU85-BUE3eFWI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2193086-752c24c5dcdf4731959d3efdbf6e50fc.jpg,1  fresh pineapple peeled and sliced 1 (750 milliliter) bottle vodka (such as Stolichnaya®),quantity: 1.0 unit: bottle ingredient: vodka,10
Pineapple Pie,1 recipe pastry for a 9 inch double crust pie ¾ cup white sugar 3 tablespoons cornstarch 1 (20 ounce) can crushed pineapple with juice 1 tablespoon lemon juice 2 tablespoons milk 1 tablespoon white sugar,"Preheat oven to 425 degrees F (220 degrees C).
In a medium saucepan combine sugar cornstarch pineapple with juice and lemon juice. Cook over medium heat stirring constantly until thickened then allow to boil 1 minute.
Cool slightly and pour mixture into pastry-lined pie pan. Cover with top crust and seal. Make a few steam vents in crust then brush with milk and sprinkle with sugar. Place in preheated oven and bake for 35 minutes. Serve chilled or at room temperature.",Desserts,"Total Fat: 15.0, Saturated Fat: 4.0, Total Carbohydrate: 55.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/jdyF3fzjHoWy4oDHGMbabbdepMQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/821779-64ddd439326b4acca8c46cedbe774ee6.jpg,1 recipe pastry for a 9 inch double crust pie ¾ cup white sugar 3 tablespoons cornstarch 1 (20 ounce) can crushed pineapple with juice 1 tablespoon lemon juice 2 tablespoons milk 1 tablespoon white sugar,quantity: 0.75 unit: cup ingredient: sugar quantity: 3.0 unit: tablespoons ingredient: cornstarch quantity: 1.0 unit: can ingredient: apple quantity: 1.0 unit: tablespoon ingredient: lemon juice quantity: 2.0 unit: tablespoons ingredient: milk quantity: 1.0 unit: tablespoon ingredient: sugar,55
Pineapple Pork Chops,1 tablespoon olive oil 4  boneless pork chops 1 (14.5 ounce) can chicken broth 2 tablespoons soy sauce 1 tablespoon vinegar 2 tablespoons brown sugar 2 tablespoons cornstarch ½ cup pineapple juice,"Heat the olive oil in a skillet over medium heat and brown the pork chops about 5 minutes on each side. Remove chops from the skillet and set aside.
Mix the chicken broth soy sauce and vinegar into the skillet and bring to a boil. Return the pork chops to the skillet reduce heat and simmer 20 minutes. An instant-read thermometer inserted into the center should read 145 degrees F (63 degrees C). Remove chops from the skillet reserving broth mixture and set aside.
In a bowl blend the brown sugar cornstarch and pineapple juice. Mix into the skillet with the chicken broth mixture. Bring to a boil. Serve with the cooked pork chops.",Main Dishes,"Total Fat: 10.0, Saturated Fat: 3.0, Total Carbohydrate: 15.0, Dietary Fiber: 0.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/f6J1RQISNt7a9qni23eL9D72xTE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8344433-2ee1dcbd47474bceb3a66049bb0b10f6.jpg,1 tablespoon olive oil 4  boneless pork chops 1 (14.5 ounce) can chicken broth 2 tablespoons soy sauce 1 tablespoon vinegar 2 tablespoons brown sugar 2 tablespoons cornstarch ½ cup pineapple juice,quantity: 4.0 unit: piece ingredient: boneless quantity: 1.0 unit: can ingredient: chicken quantity: 2.0 unit: tablespoons ingredient: soy quantity: 1.0 unit: tablespoon ingredient: vinegar quantity: 2.0 unit: tablespoons ingredient: sugar quantity: 2.0 unit: tablespoons ingredient: cornstarch quantity: 0.5 unit: cup ingredient: apple,50
Pineapple Upside Down Cake from DOLE®,1 (20 ounce) can DOLE® Pineapple Slices 2 tablespoons margarine melted ¼ cup packed brown sugar 8  maraschino cherries 1 (9 ounce) package yellow cake mix,"Spray pan with non-stick cooking spray. Drain pineapple.
Stir together melted margarine and brown sugar in 8-inch cake pan. Place pineapple slices in sugar mixture. Place cherry in center of each pineapple slice and in the center of the pan.
Prepare cake mix according to the package directions. Pour cake batter evenly over pineapple.
Bake at 350 degrees F 25 to 30 minutes or until toothpick inserted in center comes out clean.
Cool 5 minutes. Loosen edges and turn out onto serving platter.",Everyday Cooking,"Total Fat: 6.0, Saturated Fat: 1.0, Total Carbohydrate: 42.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/WUDiTmK8rXgFaNCu8vukS-XfStE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1009750-95b7e8c05f614750aae46e0a4ae04edd.jpg,1 (20 ounce) can DOLE® Pineapple Slices 2 tablespoons margarine melted ¼ cup packed brown sugar 8  maraschino cherries 1 (9 ounce) package yellow cake mix,quantity: 2.0 unit: tablespoons ingredient: margarine quantity: 0.25 unit: cup ingredient: sugar quantity: 8.0 unit: piece ingredient: cherry quantity: 1.0 unit: package ingredient: yellow,40
Angel Lush with Pineapple from DOLE®,1 (20 ounce) can DOLE® Crushed Pineapple undrained 1 (3.4 ounce) package instant vanilla pudding 1 cup thawed whipped topping 1 (10 ounce) package round angel food cake cut into 3 layers   Seasonal berries,"Mix pineapple and dry pudding mix in medium bowl. Gently stir in whipped topping.
Stack cake layers on plate spreading pudding mixture between layers and on top of cake.
Refrigerate 1 hour or until ready to serve. Garnish with your favorite seasonal berries.",Everyday Cooking,"Total Fat: 2.0, Saturated Fat: 2.0, Total Carbohydrate: 33.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/BVHadgQg_WxAFbsxO2XT-laOLfI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1009743-90db05f819b24230ac0e989a7b9827b1.jpg,1 (20 ounce) can DOLE® Crushed Pineapple undrained 1 (3.4 ounce) package instant vanilla pudding 1 cup thawed whipped topping 1 (10 ounce) package round angel food cake cut into 3 layers Seasonal berries,quantity: 1.0 unit: package ingredient: vanilla quantity: 1.0 unit: cup ingredient: thawed quantity: 1.0 unit: package ingredient: round,75
Baked Ham with Sweet Glaze,1 (10 pound) fully-cooked bone-in ham 4 cups boiling water or as needed 1 cup packed brown sugar 2 tablespoons all-purpose flour 2 tablespoons dry mustard powder ¼ cup honey 1 teaspoon fresh lemon juice or as needed 1 (20 ounce) can pineapple chunks drained 1 (10 ounce) jar maraschino cherries drained   toothpicks,"Preheat oven to 400 degrees F (200 degrees C). Place ham on a rack set in a roasting pan and carefully pour about 1/2 inch of boiling water into the pan beneath the ham.
Bake the ham in the preheated oven for 2 hours or until a meat thermometer inserted into the thickest part of the meat (do not touch the bone) reads at least 140 degrees F (60 degrees C.)
Reduce oven heat to 350 degrees F (175 degrees C.) In a bowl mix together the brown sugar flour dry mustard honey and lemon juice as needed to make a thick smooth paste. Brush the ham generously with glaze. Skewer 1 pineapple chunk and 1 maraschino cherry per toothpick and insert the decorated picks all over the ham.
Return the ham to the oven and roast for 15 minutes. Baste the ham fruit and all with glaze and juices that have collected in the bottom of the pan return to the oven and roast for an additional 15 minutes. Let the ham rest for at least 10 minutes before slicing.",Main Dishes,"Total Fat: 33.0, Saturated Fat: 12.0, Total Carbohydrate: 24.0, Dietary Fiber: 0.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/kQ9m3oV1heKRJ0k47iovhDOFwOM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/739061-2d502b30f28b4ee39031bc51f32ae0fa.jpg,1 (10 pound) fully-cooked bone-in ham 4 cups boiling water or as needed 1 cup packed brown sugar 2 tablespoons all-purpose flour 2 tablespoons dry mustard powder ¼ cup honey 1 teaspoon fresh lemon juice or as needed 1 (20 ounce) can pineapple chunks drained 1 (10 ounce) jar maraschino cherries drained toothpicks,quantity: 4.0 unit: cups ingredient: water quantity: 1.0 unit: cup ingredient: sugar quantity: 2.0 unit: tablespoons ingredient: flour quantity: 2.0 unit: tablespoons ingredient: dry quantity: 0.25 unit: cup ingredient: honey quantity: 1.0 unit: teaspoon ingredient: lemon juice quantity: 1.0 unit: can ingredient: apple quantity: 1.0 unit: jar ingredient: cherry,180
Fresh Pineapple Salsa,1 cup finely chopped fresh pineapple ¼ cup finely chopped red onion ¼ cup red bell pepper chopped 1  jalapeno pepper seeded and minced 1 tablespoon finely chopped fresh cilantro 1 tablespoon lime juice 1 clove garlic minced (Optional) ½ teaspoon white sugar ½ teaspoon salt,Combine pineapple red onion bell pepper jalapeno pepper cilantro lime juice garlic sugar and salt. Stir to combine. Cover with plastic wrap and refrigerate for 1 hour so flavors can meld.,Appetizers and Snacks,"Total Fat: 0.0, Saturated Fat: 0, Total Carbohydrate: 6.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/HrdNWc_Iya4lQ7A8fzVe6BM4eOQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5431286-bc030a45bdc542e2ae517273bc37eafe.jpg,1 cup finely chopped fresh pineapple ¼ cup finely chopped red onion ¼ cup red bell pepper chopped 1  jalapeno pepper seeded and minced 1 tablespoon finely chopped fresh cilantro 1 tablespoon lime juice 1 clove garlic minced (Optional) ½ teaspoon white sugar ½ teaspoon salt,quantity: 0.25 unit: cup ingredient: red quantity: 0.25 unit: cup ingredient: red quantity: 1.0 unit: piece ingredient: jalapeno quantity: 1.0 unit: tablespoon ingredient: cilantro quantity: 1.0 unit: tablespoon ingredient: lime quantity: 1.0 unit: piece ingredient: clove quantity: 0.5 unit: teaspoon ingredient: sugar quantity: 0.5 unit: teaspoon ingredient: salt,75
